Points_0,Points_1,Points_2,p
0.028,-0.04,0,0.0384189
0.028,-0.038,0,0.0367984
0.028,-0.036,0,0.0357353
0.028,-0.034,0,0.0350694
0.028,-0.032,0,0.0348403
0.028,-0.03,0,0.035043
0.028,-0.028,0,0.0356927
0.028,-0.026,0,0.0368059
0.028,-0.024,0,0.0384045
0.028,-0.022,0,0.0405148
0.028,-0.02,0,0.0431666
0.028,-0.018,0,0.0463939
0.028,-0.016,0,0.0502345
0.028,-0.014,0,0.05473
0.028,-0.012,0,0.0599262
0.028,-0.01,0,0.0658733
0.028,-0.008,0,0.0726259
0.028,-0.006,0,0.0802434
0.028,-0.004,0,0.0887905
0.028,-0.002,0,0.0983368
0.028,0,0,0.108957
0.028,0.002,0,0.120733
0.028,0.004,0,0.133748
0.028,0.006,0,0.148093
0.028,0.008,0,0.163859
0.028,0.01,0,0.181138
0.028,0.012,0,0.200019
0.028,0.014,0,0.220582
0.028,0.016,0,0.242888
0.028,0.018,0,0.266968
0.028,0.02,0,0.292805
0.028,0.022,0,0.320309
0.028,0.024,0,0.349284
0.028,0.026,0,0.379385
0.028,0.028,0,0.410057
0.028,0.03,0,0.440478
0.028,0.032,0,0.469475
0.028,0.034,0,0.495466
0.028,0.036,0,0.516415
0.028,0.038,0,0.529856
0.028,0.04,0,0.533025
0.028,0.042,0,0.52313
0.028,0.044,0,0.497795
0.028,0.046,0,0.455607
0.028,0.048,0,0.396616
0.028,0.05,0,0.322802
0.03,-0.05,0,0
0.03,-0.048,0,0.0626813
0.03,-0.046,0,0.0413565
0.03,-0.044,0,0.0432556
0.03,-0.042,0,0.0395749
0.03,-0.04,0,0.0379786
0.03,-0.038,0,0.0363782
0.03,-0.036,0,0.0353129
0.03,-0.034,0,0.0346318
0.03,-0.032,0,0.0343798
0.03,-0.03,0,0.0345588
0.03,-0.028,0,0.0351899
0.03,-0.026,0,0.0362959
0.03,-0.024,0,0.037905
0.03,-0.022,0,0.0400496
0.03,-0.02,0,0.042766
0.03,-0.018,0,0.046095
0.03,-0.016,0,0.0500816
0.03,-0.014,0,0.0547754
0.03,-0.012,0,0.060231
0.03,-0.01,0,0.0665085
0.03,-0.008,0,0.0736737
0.03,-0.006,0,0.0817987
0.03,-0.004,0,0.0909626
0.03,-0.002,0,0.101252
0.03,0,0,0.11276
0.03,0.002,0,0.12559
0.03,0.004,0,0.139851
0.03,0.006,0,0.155662
0.03,0.008,0,0.173147
0.03,0.01,0,0.192438
0.03,0.012,0,0.213667
0.03,0.014,0,0.236963
0.03,0.016,0,0.262445
0.03,0.018,0,0.290208
0.03,0.02,0,0.320306
0.03,0.022,0,0.352724
0.03,0.024,0,0.387341
0.03,0.026,0,0.423875
0.03,0.028,0,0.461814
0.03,0.03,0,0.500319
0.03,0.032,0,0.538118
0.03,0.034,0,0.573378
0.03,0.036,0,0.603606
0.03,0.038,0,0.625606
0.03,0.04,0,0.635578
0.03,0.042,0,0.629461
0.03,0.044,0,0.603528
0.03,0.046,0,0.555377
0.03,0.048,0,0.484484
0.03,0.05,0,0.394049
0.032,-0.05,0,0
0.032,-0.048,0,0.0607982
0.032,-0.046,0,0.040263
0.032,-0.044,0,0.0421651
0.032,-0.042,0,0.038633
0.032,-0.04,0,0.0370879
0.032,-0.038,0,0.0355144
0.032,-0.036,0,0.0344415
0.032,-0.034,0,0.0337306
0.032,-0.032,0,0.033433
0.032,-0.03,0,0.0335584
0.032,-0.028,0,0.0341349
0.032,-0.026,0,0.035192
0.032,-0.024,0,0.0367643
0.032,-0.022,0,0.0388905
0.032,-0.02,0,0.0416134
0.032,-0.018,0,0.0449801
0.032,-0.016,0,0.0490428
0.032,-0.014,0,0.0538586
0.032,-0.012,0,0.0594908
0.032,-0.01,0,0.0660089
0.032,-0.008,0,0.0734896
0.032,-0.006,0,0.0820179
0.032,-0.004,0,0.0916871
0.032,-0.002,0,0.102601
0.032,0,0,0.114872
0.032,0.002,0,0.128626
0.032,0.004,0,0.144
0.032,0.006,0,0.161144
0.032,0.008,0,0.18022
0.032,0.01,0,0.201402
0.032,0.012,0,0.224875
0.032,0.014,0,0.25083
0.032,0.016,0,0.27946
0.032,0.018,0,0.310944
0.032,0.02,0,0.345439
0.032,0.022,0,0.383043
0.032,0.024,0,0.423764
0.032,0.026,0,0.467452
0.032,0.028,0,0.513721
0.032,0.03,0,0.561818
0.032,0.032,0,0.610471
0.032,0.034,0,0.657683
0.032,0.036,0,0.700517
0.032,0.038,0,0.734925
0.032,0.04,0,0.755736
0.032,0.042,0,0.756968
0.032,0.044,0,0.732733
0.032,0.046,0,0.678497
0.032,0.048,0,0.593334
0.032,0.05,0,0.479802
0.034,-0.05,0,0
0.034,-0.048,0,0.0581848
0.034,-0.046,0,0.0387214
0.034,-0.044,0,0.0406134
0.034,-0.042,0,0.0372739
0.034,-0.04,0,0.0357884
0.034,-0.038,0,0.0342423
0.034,-0.036,0,0.0331493
0.034,-0.034,0,0.032387
0.034,-0.032,0,0.0320145
0.034,-0.03,0,0.0320504
0.034,-0.028,0,0.0325306
0.034,-0.026,0,0.0334916
0.034,-0.024,0,0.0349747
0.034,-0.022,0,0.0370246
0.034,-0.02,0,0.0396903
0.034,-0.018,0,0.0430249
0.034,-0.016,0,0.0470872
0.034,-0.014,0,0.0519414
0.034,-0.012,0,0.0576585
0.034,-0.01,0,0.0643171
0.034,-0.008,0,0.0720043
0.034,-0.006,0,0.0808169
0.034,-0.004,0,0.0908623
0.034,-0.002,0,0.10226
0.034,0,0,0.115144
0.034,0.002,0,0.129662
0.034,0.004,0,0.145978
0.034,0.006,0,0.164276
0.034,0.008,0,0.184757
0.034,0.01,0,0.207643
0.034,0.012,0,0.233179
0.034,0.014,0,0.261626
0.034,0.016,0,0.293264
0.034,0.018,0,0.328381
0.034,0.02,0,0.367261
0.034,0.022,0,0.410164
0.034,0.024,0,0.457284
0.034,0.026,0,0.508692
0.034,0.028,0,0.564241
0.034,0.03,0,0.62342
0.034,0.032,0,0.685139
0.034,0.034,0,0.747434
0.034,0.036,0,0.807081
0.034,0.038,0,0.859184
0.034,0.04,0,0.896856
0.034,0.042,0,0.911412
0.034,0.044,0,0.893126
0.034,0.046,0,0.834326
0.034,0.048,0,0.729839
0.034,0.05,0,0.588481
0.036,-0.05,0,0
0.036,-0.048,0,0.0549414
0.036,-0.046,0,0.0368003
0.036,-0.044,0,0.0386718
0.036,-0.042,0,0.0355603
0.036,-0.04,0,0.0341358
0.036,-0.038,0,0.0326085
0.036,-0.036,0,0.0314742
0.036,-0.034,0,0.0306308
0.036,-0.032,0,0.0301464
0.036,-0.03,0,0.03005
0.036,-0.028,0,0.0303861
0.036,-0.026,0,0.0311986
0.036,-0.024,0,0.0325351
0.036,-0.022,0,0.0344462
0.036,-0.02,0,0.0369863
0.036,-0.018,0,0.0402143
0.036,-0.016,0,0.0441943
0.036,-0.014,0,0.0489969
0.036,-0.012,0,0.0547001
0.036,-0.01,0,0.0613903
0.036,-0.008,0,0.0691639
0.036,-0.006,0,0.0781287
0.036,-0.004,0,0.088405
0.036,-0.002,0,0.100128
0.036,0,0,0.113449
0.036,0.002,0,0.12854
0.036,0.004,0,0.14559
0.036,0.006,0,0.164816
0.036,0.008,0,0.186461
0.036,0.01,0,0.210796
0.036,0.012,0,0.238127
0.036,0.014,0,0.268792
0.036,0.016,0,0.303169
0.036,0.018,0,0.34167
0.036,0.02,0,0.384735
0.036,0.022,0,0.432823
0.036,0.024,0,0.48638
0.036,0.026,0,0.545793
0.036,0.028,0,0.611297
0.036,0.03,0,0.682825
0.036,0.032,0,0.759759
0.036,0.034,0,0.840531
0.036,0.036,0,0.922041
0.036,0.038,0,0.998834
0.036,0.04,0,1.06228
0.036,0.042,0,1.09981
0.036,0.044,0,1.09633
0.036,0.046,0,1.03524
0.036,0.048,0,0.911882
0.036,0.05,0,0.719205
0.038,-0.05,0,0
0.038,-0.048,0,0.0511954
0.038,-0.046,0,0.0345853
0.038,-0.044,0,0.0364305
0.038,-0.042,0,0.0335719
0.038,-0.04,0,0.0321999
0.038,-0.038,0,0.0306712
0.038,-0.036,0,0.029463
0.038,-0.034,0,0.0284983
0.038,-0.032,0,0.0278561
0.038,-0.03,0,0.0275776
0.038,-0.028,0,0.0277159
0.038,-0.026,0,0.0283223
0.038,-0.024,0,0.0294507
0.038,-0.022,0,0.0311567
0.038,-0.02,0,0.0334994
0.038,-0.018,0,0.0365423
0.038,-0.016,0,0.0403541
0.038,-0.014,0,0.0450104
0.038,-0.012,0,0.050595
0.038,-0.01,0,0.0572009
0.038,-0.008,0,0.0649323
0.038,-0.006,0,0.0739062
0.038,-0.004,0,0.0842544
0.038,-0.002,0,0.0961255
0.038,0,0,0.109688
0.038,0.002,0,0.125132
0.038,0.004,0,0.142674
0.038,0.006,0,0.16256
0.038,0.008,0,0.185072
0.038,0.01,0,0.210529
0.038,0.012,0,0.239297
0.038,0.014,0,0.271794
0.038,0.016,0,0.308499
0.038,0.018,0,0.349954
0.038,0.02,0,0.396774
0.038,0.022,0,0.449648
0.038,0.024,0,0.509327
0.038,0.026,0,0.576601
0.038,0.028,0,0.652239
0.038,0.03,0,0.736863
0.038,0.032,0,0.830704
0.038,0.034,0,0.933169
0.038,0.036,0,1.04204
0.038,0.038,0,1.15229
0.038,0.04,0,1.25396
0.038,0.042,0,1.33081
0.038,0.044,0,1.35691
0.038,0.046,0,1.30791
0.038,0.048,0,1.14618
0.038,0.05,0,0.917404
0.04,-0.05,0,0
0.04,-0.048,0,0.0470911
0.04,-0.046,0,0.0321833
0.04,-0.044,0,0.0340016
0.04,-0.042,0,0.031408
0.04,-0.04,0,0.0300658
0.04,-0.038,0,0.0284992
0.04,-0.036,0,0.0271698
0.04,-0.034,0,0.0260311
0.04,-0.032,0,0.0251755
0.04,-0.03,0,0.024657
0.04,-0.028,0,0.0245379
0.04,-0.026,0,0.0248765
0.04,-0.024,0,0.0257319
0.04,-0.022,0,0.0271638
0.04,-0.02,0,0.029235
0.04,-0.018,0,0.0320121
0.04,-0.016,0,0.0355672
0.04,-0.014,0,0.0399796
0.04,-0.012,0,0.0453371
0.04,-0.01,0,0.0517378
0.04,-0.008,0,0.0592918
0.04,-0.006,0,0.0681235
0.04,-0.004,0,0.0783737
0.04,-0.002,0,0.090202
0.04,0,0,0.10379
0.04,0.002,0,0.119346
0.04,0.004,0,0.137108
0.04,0.006,0,0.157347
0.04,0.008,0,0.180378
0.04,0.01,0,0.206565
0.04,0.012,0,0.236329
0.04,0.014,0,0.270161
0.04,0.016,0,0.308635
0.04,0.018,0,0.352423
0.04,0.02,0,0.402316
0.04,0.022,0,0.459241
0.04,0.024,0,0.524284
0.04,0.026,0,0.598703
0.04,0.028,0,0.68392
0.04,0.03,0,0.781475
0.04,0.032,0,0.89288
0.04,0.034,0,1.01923
0.04,0.036,0,1.1605
0.04,0.038,0,1.3137
0.04,0.04,0,1.47055
0.04,0.042,0,1.61029
0.04,0.044,0,1.70093
0.04,0.046,0,1.67478
0.04,0.048,0,1.5237
0.04,0.05,0,1.10777
0.042,-0.05,0,0
0.042,-0.048,0,0.0428012
0.042,-0.046,0,0.0297178
0.042,-0.044,0,0.0315285
0.042,-0.042,0,0.0291913
0.042,-0.04,0,0.0278346
0.042,-0.038,0,0.0261706
0.042,-0.036,0,0.0246534
0.042,-0.034,0,0.0232731
0.042,-0.032,0,0.0221372
0.042,-0.03,0,0.0213134
0.042,-0.028,0,0.0208723
0.042,-0.026,0,0.0208779
0.042,-0.024,0,0.0213932
0.042,-0.022,0,0.0224808
0.042,-0.02,0,0.0242054
0.042,-0.018,0,0.0266353
0.042,-0.016,0,0.0298445
0.042,-0.014,0,0.0339141
0.042,-0.012,0,0.0389343
0.042,-0.01,0,0.0450063
0.042,-0.008,0,0.0522441
0.042,-0.006,0,0.0607771
0.042,-0.004,0,0.0707522
0.042,-0.002,0,0.0823371
0.042,0,0,0.0957237
0.042,0.002,0,0.111132
0.042,0.004,0,0.128817
0.042,0.006,0,0.14907
0.042,0.008,0,0.172232
0.042,0.01,0,0.198702
0.042,0.012,0,0.228946
0.042,0.014,0,0.263514
0.042,0.016,0,0.303063
0.042,0.018,0,0.348377
0.042,0.02,0,0.400404
0.042,0.022,0,0.460294
0.042,0.024,0,0.529454
0.042,0.026,0,0.609615
0.042,0.028,0,0.7029
0.042,0.03,0,0.811914
0.042,0.032,0,0.939758
0.042,0.034,0,1.09002
0.042,0.036,0,1.26613
0.042,0.038,0,1.47073
0.042,0.04,0,1.69988
0.042,0.042,0,1.94249
0.042,0.044,0,2.14008
0.042,0.046,0,2.24455
0.042,0.048,0,1.96501
0.042,0.05,0,1.67365
0.044,-0.05,0,0
0.044,-0.048,0,0.0384165
0.044,-0.046,0,0.027385
0.044,-0.044,0,0.029194
0.044,-0.042,0,0.0270776
0.044,-0.04,0,0.0256223
0.044,-0.038,0,0.0237683
0.044,-0.036,0,0.0219725
0.044,-0.034,0,0.020266
0.044,-0.032,0,0.0187721
0.044,-0.03,0,0.0175707
0.044,-0.028,0,0.0167387
0.044,-0.026,0,0.0163441
0.044,-0.024,0,0.0164517
0.044,-0.022,0,0.017125
0.044,-0.02,0,0.0184286
0.044,-0.018,0,0.020431
0.044,-0.016,0,0.0232058
0.044,-0.014,0,0.0268345
0.044,-0.012,0,0.0314077
0.044,-0.01,0,0.0370274
0.044,-0.008,0,0.0438092
0.044,-0.006,0,0.0518847
0.044,-0.004,0,0.0614043
0.044,-0.002,0,0.0725398
0.044,0,0,0.0854891
0.044,0.002,0,0.10048
0.044,0.004,0,0.117776
0.044,0.006,0,0.137683
0.044,0.008,0,0.160558
0.044,0.01,0,0.186823
0.044,0.012,0,0.216972
0.044,0.014,0,0.2516
0.044,0.016,0,0.291418
0.044,0.018,0,0.337292
0.044,0.02,0,0.390287
0.044,0.022,0,0.451724
0.044,0.024,0,0.523272
0.044,0.026,0,0.607057
0.044,0.028,0,0.705837
0.044,0.03,0,0.823206
0.044,0.032,0,0.963984
0.044,0.034,0,1.13437
0.044,0.036,0,1.34312
0.044,0.038,0,1.59926
0.044,0.04,0,1.918
0.044,0.042,0,2.28986
0.044,0.044,0,2.73048
0.044,0.046,0,2.97434
0.044,0.048,0,3.17378
0.044,0.05,0,1.65932
0.046,-0.05,0,0
0.046,-0.048,0,0.0342063
0.046,-0.046,0,0.0254199
0.046,-0.044,0,0.0272833
0.046,-0.042,0,0.0252508
0.046,-0.04,0,0.0235528
0.046,-0.038,0,0.021371
0.046,-0.036,0,0.0191776
0.046,-0.034,0,0.0170434
0.046,-0.032,0,0.0151041
0.046,-0.03,0,0.0134477
0.046,-0.028,0,0.0121542
0.046,-0.026,0,0.0112924
0.046,-0.024,0,0.0109259
0.046,-0.022,0,0.0111168
0.046,-0.02,0,0.0119276
0.046,-0.018,0,0.0134247
0.046,-0.016,0,0.0156797
0.046,-0.014,0,0.018772
0.046,-0.012,0,0.0227907
0.046,-0.01,0,0.0278365
0.046,-0.008,0,0.0340242
0.046,-0.006,0,0.0414849
0.046,-0.004,0,0.0503687
0.046,-0.002,0,0.0608483
0.046,0,0,0.0731225
0.046,0.002,0,0.0874211
0.046,0.004,0,0.104011
0.046,0.006,0,0.123201
0.046,0.008,0,0.145356
0.046,0.01,0,0.170904
0.046,0.012,0,0.200352
0.046,0.014,0,0.234311
0.046,0.016,0,0.273518
0.046,0.018,0,0.318876
0.046,0.02,0,0.371506
0.046,0.022,0,0.432822
0.046,0.024,0,0.504634
0.046,0.026,0,0.589316
0.046,0.028,0,0.69001
0.046,0.03,0,0.811075
0.046,0.032,0,0.958403
0.046,0.034,0,1.14114
0.046,0.036,0,1.37067
0.046,0.038,0,1.67114
0.046,0.04,0,2.05772
0.046,0.042,0,2.622
0.046,0.044,0,3.2675
0.046,0.046,0,4.43925
0.046,0.048,0,3.98378
0.046,0.05,0,4.98492
0.048,-0.05,0,0
0.048,-0.048,0,0.0294669
0.048,-0.046,0,0.0248608
0.048,-0.044,0,0.0260665
0.048,-0.042,0,0.0239423
0.048,-0.04,0,0.0217305
0.048,-0.038,0,0.0190389
0.048,-0.036,0,0.0163017
0.048,-0.034,0,0.0136248
0.048,-0.032,0,0.0111464
0.048,-0.03,0,0.00895587
0.048,-0.028,0,0.00713111
0.048,-0.026,0,0.00573714
0.048,-0.024,0,0.00483359
0.048,-0.022,0,0.00447779
0.048,-0.02,0,0.00472806
0.048,-0.018,0,0.00564622
0.048,-0.016,0,0.00729989
0.048,-0.014,0,0.00976452
0.048,-0.012,0,0.0131254
0.048,-0.01,0,0.0174799
0.048,-0.008,0,0.0229392
0.048,-0.006,0,0.0296312
0.048,-0.004,0,0.0377028
0.048,-0.002,0,0.0473233
0.048,0,0,0.058688
0.048,0.002,0,0.0720228
0.048,0.004,0,0.0875898
0.048,0.006,0,0.105694
0.048,0.008,0,0.126694
0.048,0.01,0,0.151009
0.048,0.012,0,0.17914
0.048,0.014,0,0.211687
0.048,0.016,0,0.249373
0.048,0.018,0,0.293089
0.048,0.02,0,0.34394
0.048,0.022,0,0.403327
0.048,0.024,0,0.473059
0.048,0.026,0,0.555498
0.048,0.028,0,0.653909
0.048,0.03,0,0.772601
0.048,0.032,0,0.918483
0.048,0.034,0,1.09957
0.048,0.036,0,1.33577
0.048,0.038,0,1.63617
0.048,0.04,0,2.09387
0.048,0.042,0,2.63684
0.048,0.044,0,3.93477
0.048,0.046,0,4.85246
0.048,0.048,0,11.0605
0.048,0.05,0,1.6884
0.05,-0.05,0,0
0.05,-0.048,0,0.028481
0.05,-0.046,0,0.0266248
0.05,-0.044,0,0.0257976
0.05,-0.042,0,0.023343
0.05,-0.04,0,0.0201737
0.05,-0.038,0,0.0167954
0.05,-0.036,0,0.0133384
0.05,-0.034,0,0.0100056
0.05,-0.032,0,0.00689389
0.05,-0.03,0,0.00409483
0.05,-0.028,0,0.00167403
0.05,-0.026,0,-0.000310798
0.05,-0.024,0,-0.00180839
0.05,-0.022,0,-0.00276879
0.05,-0.02,0,-0.00314075
0.05,-0.018,0,-0.00286898
0.05,-0.016,0,-0.00189208
0.05,-0.014,0,-0.000140529
0.05,-0.012,0,0.00246527
0.05,-0.01,0,0.00601688
0.05,-0.008,0,0.0106199
0.05,-0.006,0,0.016396
0.05,-0.004,0,0.0234859
0.05,-0.002,0,0.0320518
0.05,0,0,0.0422809
0.05,0.002,0,0.0543898
0.05,0.004,0,0.0686292
0.05,0.006,0,0.0852908
0.05,0.008,0,0.104715
0.05,0.01,0,0.1273
0.05,0.012,0,0.153519
0.05,0.014,0,0.183932
0.05,0.016,0,0.219217
0.05,0.018,0,0.260198
0.05,0.02,0,0.307891
0.05,0.022,0,0.363579
0.05,0.024,0,0.42889
0.05,0.026,0,0.505996
0.05,0.028,0,0.597677
0.05,0.03,0,0.708199
0.05,0.032,0,0.842294
0.05,0.034,0,1.01139
0.05,0.036,0,1.2192
0.05,0.038,0,1.51765
0.05,0.04,0,1.85098
0.05,0.042,0,2.60034
0.05,0.044,0,2.99461
0.05,0.046,0,6.63358
0.05,0.048,0,6.47739
0.05,0.05,0,58.6282
