"u:0","u:1","u:2","p","node_groups"
-0.09657,0.10024,0,-0.061474,0
-0.10145,0.11,0,-0.068061,0
-0.10626,0.12012,0,-0.075554,0
-0.11097,0.13056,0,-0.084008,0
-0.11556,0.1413,0,-0.093477,0
-0.11997,0.15226,0,-0.10402,0
-0.12417,0.16341,0,-0.11568,0
-0.12809,0.17464,0,-0.12851,0
-0.13165,0.18588,0,-0.14255,0
-0.13478,0.19701,0,-0.15783,0
-0.13738,0.20789,0,-0.17438,0
-0.13931,0.21838,0,-0.19218,0
-0.14044,0.22828,0,-0.21122,0
-0.14058,0.23738,0,-0.23145,0
-0.1395,0.24543,0,-0.25278,0
-0.13692,0.25216,0,-0.27506,0
-0.13249,0.25722,0,-0.2981,0
-0.12576,0.26027,0,-0.32162,0
-0.11617,0.26091,0,-0.34527,0
-0.10301,0.2587,0,-0.36856,0
-0.085394,0.25323,0,-0.3909,0
-0.062221,0.24408,0,-0.41154,0
-0.032157,0.23089,0,-0.42958,0
0.0063905,0.21344,0,-0.44398,0
0.055254,0.19171,0,-0.45353,0
0.11645,0.166,0,-0.45697,0
0.19206,0.13701,0,-0.45303,0
0.284,0.10601,0,-0.44054,0
0.3937,0.074825,0,-0.41866,0
0.52174,0.045861,0,-0.38697,0
0.66737,0.021899,0,-0.34568,0
0.8282,0.0057925,0,-0.29565,0
1,0,0,-0.23855,0
0,0,0,0,0
-0.0072176,0.0042264,0,-0.061271,0
-0.014137,0.0044985,0,-0.040146,0
-0.020795,0.0067795,0,-0.041877,0
-0.027224,0.009364,0,-0.038192,0
-0.033455,0.012627,0,-0.036626,0
-0.039513,0.016405,0,-0.035129,0
-0.045425,0.020695,0,-0.034233,0
-0.051215,0.025465,0,-0.033788,0
-0.056906,0.030698,0,-0.033837,0
-0.062517,0.036382,0,-0.03438,0
-0.068068,0.042506,0,-0.035436,0
-0.073573,0.049065,0,-0.037027,0
-0.079043,0.056052,0,-0.039183,0
-0.084485,0.063461,0,-0.041934,0
-0.089903,0.071284,0,-0.045317,0
-0.095293,0.079512,0,-0.049374,0
-0.10065,0.088133,0,-0.054146,0
-0.10595,0.09713,0,-0.059682,0
-0.11119,0.10648,0,-0.066028,0
-0.11633,0.11616,0,-0.073234,0
-0.12133,0.12613,0,-0.081351,0
-0.12616,0.13635,0,-0.090428,0
-0.13076,0.14675,0,-0.10051,0
-0.13506,0.15728,0,-0.11164,0
-0.139,0.16786,0,-0.12386,0
-0.14249,0.17837,0,-0.1372,0
-0.14541,0.18872,0,-0.15167,0
-0.14765,0.19875,0,-0.16727,0
-0.14906,0.20831,0,-0.18399,0
-0.14946,0.21721,0,-0.20178,0
-0.14864,0.22524,0,-0.22057,0
-0.14634,0.23215,0,-0.24023,0
-0.14224,0.23766,0,-0.2606,0
-0.13596,0.24147,0,-0.28145,0
-0.12701,0.24324,0,-0.3025,0
-0.11482,0.24261,0,-0.32335,0
-0.098656,0.23923,0,-0.34354,0
-0.077653,0.23274,0,-0.36249,0
-0.050761,0.22282,0,-0.37951,0
-0.016741,0.20924,0,-0.3938,0
0.025829,0.19191,0,-0.40447,0
0.078532,0.17094,0,-0.41057,0
0.14304,0.14673,0,-0.41111,0
0.22098,0.12004,0,-0.40517,0
0.31376,0.092066,0,-0.392,0
0.42233,0.06444,0,-0.3711,0
0.54683,0.039192,0,-0.34237,0
0.68634,0.01859,0,-0.30614,0
0.83861,0.0048906,0,-0.2632,0
1,0,0,-0.21493,0
0,0,0,0,0
-0.0080914,0.0040582,0,-0.058767,0
-0.015772,0.004327,0,-0.038473,0
-0.023102,0.0065269,0,-0.040114,0
-0.030134,0.0090198,0,-0.036565,0
-0.036914,0.012163,0,-0.035056,0
-0.043481,0.015799,0,-0.033618,0
-0.049874,0.019923,0,-0.032763,0
-0.056123,0.024501,0,-0.032345,0
-0.062257,0.029516,0,-0.032405,0
-0.068301,0.034956,0,-0.032941,0
-0.074276,0.04081,0,-0.033971,0
-0.080198,0.04707,0,-0.035515,0
-0.086079,0.053731,0,-0.037599,0
-0.091926,0.060785,0,-0.040252,0
-0.097739,0.068225,0,-0.043508,0
-0.10351,0.07604,0,-0.047405,0
-0.10924,0.084217,0,-0.051984,0
-0.11489,0.09274,0,-0.057287,0
-0.12045,0.10158,0,-0.063359,0
-0.12588,0.11072,0,-0.070245,0
-0.13114,0.12011,0,-0.077991,0
-0.13617,0.12972,0,-0.08664,0
-0.14091,0.13947,0,-0.096233,0
-0.14528,0.14931,0,-0.1068,0
-0.14919,0.15914,0,-0.11838,0
-0.15254,0.16887,0,-0.13099,0
-0.1552,0.17838,0,-0.14463,0
-0.15702,0.18754,0,-0.15928,0
-0.15785,0.19617,0,-0.17492,0
-0.15746,0.20409,0,-0.19148,0
-0.15563,0.2111,0,-0.20887,0
-0.15206,0.21695,0,-0.22695,0
-0.1464,0.22139,0,-0.24553,0
-0.13826,0.22413,0,-0.26437,0
-0.12712,0.22487,0,-0.28317,0
-0.1124,0.22329,0,-0.30155,0
-0.093381,0.21909,0,-0.31906,0
-0.069221,0.21198,0,-0.33513,0
-0.038939,0.20175,0,-0.34917,0
-0.001407,0.18825,0,-0.36047,0
0.044629,0.17148,0,-0.36829,0
0.10051,0.15165,0,-0.37185,0
0.16761,0.12921,0,-0.37043,0
0.2472,0.10492,0,-0.36337,0
0.34029,0.079873,0,-0.35019,0
0.44744,0.055512,0,-0.33066,0
0.56853,0.033543,0,-0.30482,0
0.70255,0.01582,0,-0.2731,0
0.84743,0.0041427,0,-0.2362,0
1,0,0,-0.19524,0
0,0,0,0,0
-0.0089278,0.0038329,0,-0.055457,0
-0.017336,0.004092,0,-0.036283,0
-0.025308,0.0061765,0,-0.03782,0
-0.032915,0.0085388,0,-0.03446,0
-0.040216,0.011515,0,-0.033032,0
-0.047266,0.014954,0,-0.031677,0
-0.054111,0.018851,0,-0.030877,0
-0.060791,0.023171,0,-0.030494,0
-0.067341,0.0279,0,-0.030567,0
-0.073789,0.033022,0,-0.031093,0
-0.080159,0.038529,0,-0.03209,0
-0.086469,0.044412,0,-0.033575,0
-0.092732,0.050664,0,-0.035571,0
-0.098954,0.057279,0,-0.038108,0
-0.10513,0.064249,0,-0.041216,0
-0.11126,0.071563,0,-0.04493,0
-0.11732,0.079208,0,-0.049289,0
-0.1233,0.087167,0,-0.054331,0
-0.12915,0.095415,0,-0.0601,0
-0.13484,0.10392,0,-0.066635,0
-0.14031,0.11266,0,-0.073978,0
-0.14551,0.12156,0,-0.082169,0
-0.15035,0.13059,0,-0.091241,0
-0.15474,0.13967,0,-0.10122,0
-0.15859,0.14871,0,-0.11214,0
-0.16176,0.15761,0,-0.124,0
-0.16412,0.16626,0,-0.13679,0
-0.16549,0.17453,0,-0.1505,0
-0.16569,0.18224,0,-0.16507,0
-0.16449,0.18923,0,-0.18044,0
-0.16162,0.19529,0,-0.19648,0
-0.15677,0.20021,0,-0.21306,0
-0.14958,0.20373,0,-0.22998,0
-0.13961,0.20559,0,-0.24699,0
-0.12636,0.20554,0,-0.26378,0
-0.10924,0.20329,0,-0.27998,0
-0.087556,0.1986,0,-0.29517,0
-0.060503,0.19125,0,-0.30884,0
-0.027176,0.18108,0,-0.32043,0
0.013436,0.16803,0,-0.32936,0
0.062427,0.15216,0,-0.335,0
0.12093,0.13374,0,-0.33676,0
0.19005,0.11323,0,-0.33407,0
0.27076,0.091356,0,-0.32649,0
0.36377,0.069113,0,-0.31375,0
0.46938,0.047746,0,-0.29576,0
0.58728,0.028691,0,-0.2727,0
0.71643,0.013466,0,-0.24501,0
0.85492,0.0035116,0,-0.21331,0
1,0,0,-0.17854,0
0,0,0,0,0
-0.0097135,0.0035539,0,-0.051387,0
-0.018806,0.0037979,0,-0.033604,0
-0.02738,0.0057355,0,-0.03502,0
-0.035524,0.0079313,0,-0.031902,0
-0.043313,0.010696,0,-0.030578,0
-0.050812,0.013888,0,-0.029327,0
-0.058078,0.017501,0,-0.028596,0
-0.065157,0.021505,0,-0.028257,0
-0.07209,0.025883,0,-0.028346,0
-0.07891,0.030621,0,-0.028862,0
-0.085643,0.03571,0,-0.029819,0
-0.092311,0.041142,0,-0.031234,0
-0.098923,0.046911,0,-0.033131,0
-0.10549,0.053011,0,-0.035534,0
-0.112,0.059432,0,-0.038474,0
-0.11845,0.066166,0,-0.041983,0
-0.12482,0.0732,0,-0.046098,0
-0.13108,0.080516,0,-0.050854,0
-0.1372,0.088091,0,-0.056292,0
-0.14311,0.095897,0,-0.062448,0
-0.14878,0.1039,0,-0.069361,0
-0.1541,0.11204,0,-0.077065,0
-0.15902,0.12028,0,-0.085591,0
-0.16341,0.12855,0,-0.094962,0
-0.16716,0.13675,0,-0.10519,0
-0.17013,0.1448,0,-0.11629,0
-0.17216,0.15258,0,-0.12823,0
-0.17307,0.15996,0,-0.141,0
-0.17263,0.1668,0,-0.15452,0
-0.17061,0.17291,0,-0.16873,0
-0.16671,0.17812,0,-0.18349,0
-0.16062,0.18221,0,-0.19866,0
-0.15194,0.18496,0,-0.21404,0
-0.14023,0.18615,0,-0.22938,0
-0.12499,0.18554,0,-0.24437,0
-0.10564,0.18289,0,-0.25867,0
-0.081506,0.178,0,-0.27186,0
-0.051842,0.17071,0,-0.28351,0
-0.015817,0.16092,0,-0.29312,0
0.027468,0.14861,0,-0.30018,0
0.078958,0.1339,0,-0.30419,0
0.1396,0.11707,0,-0.30467,0
0.21027,0.098584,0,-0.30123,0
0.29172,0.079108,0,-0.29357,0
0.38442,0.059527,0,-0.28154,0
0.48846,0.040912,0,-0.26519,0
0.60342,0.024466,0,-0.24476,0
0.72828,0.011433,0,-0.22068,0
0.86128,0.0029704,0,-0.19353,0
1,0,0,-0.16406,0
0,0,0,0,0
-0.010437,0.0032254,0,-0.046611,0
-0.020158,0.0034496,0,-0.03047,0
-0.029286,0.0052115,0,-0.031749,0
-0.037923,0.0072083,0,-0.028919,0
-0.046159,0.0097207,0,-0.027722,0
-0.054069,0.01262,0,-0.026596,0
-0.061717,0.0159,0,-0.025947,0
-0.069159,0.019532,0,-0.025661,0
-0.07644,0.0235,0,-0.02577,0
-0.083598,0.027793,0,-0.026273,0
-0.090661,0.032401,0,-0.027186,0
-0.097651,0.037317,0,-0.028523,0
-0.10458,0.042535,0,-0.030307,0
-0.11145,0.04805,0,-0.032563,0
-0.11827,0.053854,0,-0.035317,0
-0.12501,0.059938,0,-0.038601,0
-0.13166,0.06629,0,-0.042449,0
-0.13818,0.072894,0,-0.046896,0
-0.14452,0.079728,0,-0.051978,0
-0.15064,0.086766,0,-0.05773,0
-0.15646,0.093973,0,-0.064186,0
-0.1619,0.1013,0,-0.071379,0
-0.16686,0.10871,0,-0.079334,0
-0.17123,0.11612,0,-0.088072,0
-0.17487,0.12346,0,-0.097601,0
-0.17763,0.13064,0,-0.10792,0
-0.17933,0.13756,0,-0.11901,0
-0.17977,0.14408,0,-0.13084,0
-0.17871,0.15007,0,-0.14334,0
-0.1759,0.15537,0,-0.15642,0
-0.17102,0.15981,0,-0.16996,0
-0.16374,0.1632,0,-0.18381,0
-0.15366,0.16535,0,-0.19776,0
-0.14033,0.16604,0,-0.21157,0
-0.12325,0.16507,0,-0.22495,0
-0.10186,0.16226,0,-0.23758,0
-0.075514,0.15743,0,-0.24907,0
-0.043525,0.15047,0,-0.25903,0
-0.0051375,0.1413,0,-0.26702,0
0.040444,0.12997,0,-0.27262,0
0.094031,0.11661,0,-0.27542,0
0.15641,0.1015,0,-0.27505,0
0.22827,0.085079,0,-0.27122,0
0.31017,0.067954,0,-0.26376,0
0.40241,0.050899,0,-0.25264,0
0.50493,0.034826,0,-0.23796,0
0.61725,0.020738,0,-0.22,0
0.73835,0.009653,0,-0.19919,0
0.86665,0.0024989,0,-0.17605,0
1,0,0,-0.15122,0
0,0,0,0,0
-0.011087,0.0028519,0,-0.041194,0
-0.021374,0.0030524,0,-0.026921,0
-0.030998,0.0046132,0,-0.02805,0
-0.040078,0.0063819,0,-0.025551,0
-0.048713,0.0086063,0,-0.024499,0
-0.056989,0.011172,0,-0.023516,0
-0.064979,0.014074,0,-0.022962,0
-0.072745,0.017285,0,-0.022737,0
-0.080336,0.020792,0,-0.022869,0
-0.087794,0.024584,0,-0.02336,0
-0.09515,0.028654,0,-0.024223,0
-0.10243,0.032995,0,-0.025475,0
-0.10964,0.037603,0,-0.027136,0
-0.11679,0.042472,0,-0.029229,0
-0.12387,0.047597,0,-0.031781,0
-0.13087,0.052969,0,-0.034822,0
-0.13776,0.058578,0,-0.038383,0
-0.14451,0.06441,0,-0.042498,0
-0.15106,0.070445,0,-0.047201,0
-0.15735,0.07666,0,-0.052524,0
-0.16331,0.083023,0,-0.0585,0
-0.16885,0.089494,0,-0.065157,0
-0.17384,0.096024,0,-0.072519,0
-0.17818,0.10255,0,-0.080602,0
-0.18171,0.10901,0,-0.089414,0
-0.18426,0.11532,0,-0.098948,0
-0.18564,0.12137,0,-0.10918,0
-0.18564,0.12706,0,-0.12008,0
-0.184,0.13225,0,-0.13157,0
-0.18044,0.13681,0,-0.14356,0
-0.17465,0.14058,0,-0.15593,0
-0.16626,0.14338,0,-0.16853,0
-0.15489,0.14506,0,-0.18115,0
-0.14008,0.14542,0,-0.19357,0
-0.12134,0.14429,0,-0.20551,0
-0.09812,0.14152,0,-0.21666,0
-0.069818,0.13697,0,-0.22669,0
-0.035792,0.13054,0,-0.23523,0
0.0046394,0.12222,0,-0.24191,0
0.052175,0.11205,0,-0.24637,0
0.10751,0.10017,0,-0.24828,0
0.17128,0.08687,0,-0.24736,0
0.24406,0.072535,0,-0.24342,0
0.32621,0.057706,0,-0.23638,0
0.41792,0.04305,0,-0.22627,0
0.51903,0.029339,0,-0.21325,0
0.629,0.017404,0,-0.19762,0
0.74686,0.008071,0,-0.1798,0
0.87116,0.002082,0,-0.16025,0
1,0,0,-0.13952,0
0,0,0,0,0
-0.011654,0.0024389,0,-0.03521,0
-0.022434,0.0026123,0,-0.023004,0
-0.032491,0.0039494,0,-0.02397,0
-0.041956,0.0054647,0,-0.021838,0
-0.050939,0.0073696,0,-0.02095,0
-0.059534,0.0095663,0,-0.020127,0
-0.067821,0.01205,0,-0.019679,0
-0.075867,0.014797,0,-0.01952,0
-0.083727,0.017798,0,-0.019678,0
-0.091446,0.021042,0,-0.020155,0
-0.099057,0.024525,0,-0.020966,0
-0.10658,0.02824,0,-0.022124,0
-0.11404,0.032184,0,-0.023652,0
-0.12143,0.036355,0,-0.02557,0
-0.12875,0.040746,0,-0.027905,0
-0.13598,0.045353,0,-0.030685,0
-0.14309,0.050166,0,-0.03394,0
-0.15003,0.055174,0,-0.037702,0
-0.15676,0.060361,0,-0.042003,0
-0.16321,0.065706,0,-0.046874,0
-0.16929,0.071181,0,-0.052346,0
-0.17491,0.076752,0,-0.058444,0
-0.17993,0.082377,0,-0.065191,0
-0.18424,0.088002,0,-0.072601,0
-0.18766,0.093566,0,-0.080677,0
-0.19002,0.098992,0,-0.089414,0
-0.19112,0.1042,0,-0.098786,0
-0.19071,0.10907,0,-0.10875,0
-0.18853,0.11352,0,-0.11924,0
-0.1843,0.1174,0,-0.13017,0
-0.17769,0.12057,0,-0.14142,0
-0.16832,0.12291,0,-0.15283,0
-0.1558,0.12424,0,-0.16421,0
-0.13967,0.12441,0,-0.17534,0
-0.11946,0.12329,0,-0.18598,0
-0.094629,0.12074,0,-0.19583,0
-0.06462,0.11664,0,-0.20458,0
-0.028836,0.11094,0,-0.21192,0
0.013337,0.10363,0,-0.21753,0
0.062516,0.094756,0,-0.2211,0
0.11929,0.084477,0,-0.22237,0
0.18419,0.073035,0,-0.22115,0
0.25765,0.060787,0,-0.2173,0
0.33993,0.048196,0,-0.21081,0
0.43109,0.03583,0,-0.20177,0
0.53092,0.024332,0,-0.19039,0
0.63884,0.014381,0,-0.17697,0
0.75395,0.0066446,0,-0.1619,0
0.8749,0.0017076,0,-0.14561,0
1,0,0,-0.12857,0
0,0,0,0,0
-0.01213,0.0019918,0,-0.028738,0
-0.023324,0.0021355,0,-0.018772,0
-0.033745,0.0032299,0,-0.019562,0
-0.043532,0.0044702,0,-0.01783,0
-0.052806,0.0060288,0,-0.017119,0
-0.061667,0.0078258,0,-0.01647,0
-0.070203,0.0098571,0,-0.016136,0
-0.078484,0.012105,0,-0.01605,0
-0.08657,0.01456,0,-0.016236,0
-0.094508,0.017216,0,-0.016698,0
-0.10233,0.020068,0,-0.017451,0
-0.11007,0.023114,0,-0.018509,0
-0.11774,0.026351,0,-0.019893,0
-0.12534,0.029777,0,-0.021624,0
-0.13286,0.03339,0,-0.023728,0
-0.14028,0.037185,0,-0.02623,0
-0.14757,0.041157,0,-0.029161,0
-0.1547,0.045297,0,-0.03255,0
-0.16159,0.049593,0,-0.036428,0
-0.16817,0.054028,0,-0.040825,0
-0.17436,0.058579,0,-0.04577,0
-0.18005,0.06322,0,-0.051286,0
-0.18511,0.067913,0,-0.057396,0
-0.18939,0.072614,0,-0.06411,0
-0.19272,0.077272,0,-0.071434,0
-0.19492,0.081821,0,-0.079359,0
-0.19577,0.086187,0,-0.087859,0
-0.19501,0.090285,0,-0.096893,0
-0.19238,0.094017,0,-0.1064,0
-0.18757,0.097274,0,-0.11628,0
-0.18024,0.09994,0,-0.12643,0
-0.17001,0.10189,0,-0.1367,0
-0.15649,0.10299,0,-0.14691,0
-0.13923,0.10311,0,-0.15685,0
-0.11775,0.10213,0,-0.16629,0
-0.091549,0.099937,0,-0.17497,0
-0.060088,0.096452,0,-0.18261,0
-0.022818,0.091624,0,-0.18892,0
0.020816,0.085452,0,-0.19364,0
0.071357,0.077995,0,-0.19652,0
0.12931,0.069389,0,-0.19735,0
0.19511,0.059849,0,-0.19598,0
0.26908,0.049682,0,-0.19237,0
0.3514,0.039278,0,-0.18653,0
0.44205,0.029109,0,-0.1786,0
0.54075,0.019701,0,-0.16882,0
0.64694,0.011602,0,-0.15748,0
0.75974,0.0053393,0,-0.14498,0
0.87794,0.0013662,0,-0.13169,0
1,0,0,-0.11801,0
0,0,0,0,0
-0.012509,0.0015169,0,-0.021866,0
-0.024031,0.0016285,0,-0.01428,0
-0.03474,0.0024645,0,-0.014885,0
-0.044783,0.0034121,0,-0.013578,0
-0.054287,0.0046025,0,-0.013056,0
-0.06336,0.005975,0,-0.012591,0
-0.072094,0.0075267,0,-0.012378,0
-0.080562,0.0092447,0,-0.012368,0
-0.088829,0.011123,0,-0.012583,0
-0.096944,0.013157,0,-0.013029,0
-0.10494,0.015344,0,-0.013719,0
-0.11285,0.017684,0,-0.014671,0
-0.12069,0.020176,0,-0.015902,0
-0.12846,0.022821,0,-0.017435,0
-0.13615,0.025617,0,-0.019293,0
-0.14373,0.028563,0,-0.021502,0
-0.15119,0.031656,0,-0.024091,0
-0.15846,0.034891,0,-0.027088,0
-0.16549,0.03826,0,-0.030522,0
-0.1722,0.041751,0,-0.034423,0
-0.17849,0.045348,0,-0.038818,0
-0.18424,0.04903,0,-0.043729,0
-0.18934,0.052769,0,-0.049178,0
-0.19361,0.056531,0,-0.055176,0
-0.19689,0.060273,0,-0.061727,0
-0.19897,0.063944,0,-0.068821,0
-0.19962,0.067484,0,-0.076437,0
-0.19858,0.070822,0,-0.084533,0
-0.19558,0.073877,0,-0.093048,0
-0.19029,0.076562,0,-0.1019,0
-0.18237,0.078777,0,-0.11097,0
-0.17144,0.080418,0,-0.12014,0
-0.15709,0.081377,0,-0.12922,0
-0.13889,0.081546,0,-0.13804,0
-0.11636,0.080824,0,-0.14636,0
-0.089018,0.079121,0,-0.15397,0
-0.056357,0.07637,0,-0.1606,0
-0.017865,0.072531,0,-0.16602,0
0.026965,0.067608,0,-0.17,0
0.078612,0.061653,0,-0.17232,0
0.13751,0.054781,0,-0.17284,0
0.20401,0.047173,0,-0.17147,0
0.27837,0.039079,0,-0.16818,0
0.36069,0.03082,0,-0.16306,0
0.45088,0.022774,0,-0.15626,0
0.54864,0.01536,0,-0.14804,0
0.65341,0.0090091,0,-0.13871,0
0.76434,0.0041265,0,-0.12861,0
0.88033,0.0010499,0,-0.11812,0
1,0,0,-0.10756,0
0,0,0,0,0
-0.012784,0.0010204,0,-0.014687,0
-0.024545,0.0010981,0,-0.0095875,0
-0.035462,0.0016636,0,-0.010001,0
-0.045691,0.0023049,0,-0.0091377,0
-0.055363,0.0031101,0,-0.008813,0
-0.06459,0.0040388,0,-0.0085398,0
-0.073468,0.0050897,0,-0.0084522,0
-0.082074,0.0062548,0,-0.008521,0
-0.090475,0.0075312,0,-0.0087642,0
-0.098722,0.0089171,0,-0.0091905,0
-0.10685,0.010413,0,-0.0098144,0
-0.1149,0.012019,0,-0.010652,0
-0.12287,0.013737,0,-0.011722,0
-0.13077,0.01557,0,-0.013045,0
-0.13859,0.017519,0,-0.014645,0
-0.14631,0.019585,0,-0.016546,0
-0.15389,0.021768,0,-0.018776,0
-0.16129,0.024068,0,-0.021363,0
-0.16844,0.026481,0,-0.024333,0
-0.17526,0.029,0,-0.027716,0
-0.18164,0.031617,0,-0.031538,0
-0.18747,0.034317,0,-0.035821,0
-0.19261,0.037083,0,-0.040585,0
-0.1969,0.039889,0,-0.045842,0
-0.20015,0.042706,0,-0.051596,0
-0.20216,0.045497,0,-0.057839,0
-0.20267,0.048215,0,-0.064551,0
-0.20144,0.050807,0,-0.071694,0
-0.19816,0.053211,0,-0.079212,0
-0.19251,0.055358,0,-0.087026,0
-0.18415,0.05717,0,-0.095034,0
-0.17267,0.058565,0,-0.10311,0
-0.15768,0.059455,0,-0.1111,0
-0.13874,0.059755,0,-0.11883,0
-0.11539,0.059381,0,-0.12609,0
-0.087145,0.058262,0,-0.1327,0
-0.053536,0.056341,0,-0.13841,0
-0.014078,0.053585,0,-0.14303,0
0.031695,0.049996,0,-0.14636,0
0.084212,0.045612,0,-0.14823,0
0.14385,0.040523,0,-0.14854,0
0.2109,0.034869,0,-0.14724,0
0.28555,0.028845,0,-0.14435,0
0.36785,0.0227,0,-0.13998,0
0.45767,0.016723,0,-0.13431,0
0.55468,0.011233,0,-0.12762,0
0.65833,0.0065537,0,-0.12021,0
0.76782,0.0029815,0,-0.11242,0
0.88213,0.00075207,0,-0.10457,0
1,0,0,-0.09695,0
0,0,0,0,0
-0.012952,0.00050913,0,-0.0072961,0
-0.024858,0.00055161,0,-0.0047586,0
-0.035902,0.00083811,0,-0.0049743,0
-0.046243,0.0011635,0,-0.0045681,0
-0.056017,0.0015717,0,-0.0044457,0
-0.065339,0.0020432,0,-0.0043689,0
-0.074306,0.0025782,0,-0.0044088,0
-0.082999,0.0031743,0,-0.0045564,0
-0.091486,0.0038315,0,-0.0048265,0
-0.099819,0.004551,0,-0.0052301,0
-0.10804,0.0053352,0,-0.0057821,0
-0.11617,0.0061872,0,-0.0064987,0
-0.12424,0.0071108,0,-0.0073984,0
-0.13223,0.0081099,0,-0.0085017,0
-0.14015,0.009189,0,-0.0098311,0
-0.14798,0.010352,0,-0.011411,0
-0.15567,0.011603,0,-0.013266,0
-0.16317,0.012944,0,-0.015424,0
-0.17042,0.014377,0,-0.017912,0
-0.17733,0.015901,0,-0.020756,0
-0.1838,0.017515,0,-0.023982,0
-0.18971,0.019213,0,-0.027612,0
-0.19491,0.020987,0,-0.031666,0
-0.19924,0.022823,0,-0.036156,0
-0.20251,0.024703,0,-0.041086,0
-0.20449,0.026606,0,-0.046452,0
-0.20495,0.028501,0,-0.052236,0
-0.2036,0.030353,0,-0.058404,0
-0.20016,0.03212,0,-0.064905,0
-0.19428,0.033751,0,-0.071668,0
-0.18561,0.035192,0,-0.078601,0
-0.17377,0.03638,0,-0.085587,0
-0.15833,0.037252,0,-0.092488,0
-0.13886,0.03774,0,-0.099147,0
-0.11491,0.037781,0,-0.10539,0
-0.086017,0.037316,0,-0.11102,0
-0.051711,0.036298,0,-0.11587,0
-0.011537,0.034697,0,-0.11974,0
0.034938,0.032506,0,-0.12248,0
0.088106,0.029749,0,-0.12397,0
0.1483,0.026483,0,-0.12412,0
0.21576,0.022806,0,-0.12294,0
0.29064,0.018855,0,-0.12048,0
0.37293,0.014805,0,-0.11688,0
0.46247,0.010862,0,-0.11235,0
0.55893,0.0072502,0,-0.10716,0
0.66177,0.0041914,0,-0.10162,0
0.77022,0.0018826,0,-0.096053,0
0.88335,0.00046669,0,-0.090743,0
1,0,0,-0.085937,0
0,0,0,0,0
-0.01301,-1.0083e-05,0,0.00020545,0
-0.024965,-3.7901e-06,0,0.00014209,0
-0.036052,-1.0089e-06,0,0.00012704,0
-0.046431,3.0741e-06,0,7.0116e-05,0
-0.05624,7.6625e-06,0,-1.1683e-05,0
-0.065595,1.4467e-05,0,-0.00013249,0
-0.074596,2.5432e-05,0,-0.00029978,0
-0.083324,4.3316e-05,0,-0.00052462,0
-0.091848,7.1495e-05,0,-0.00081884,0
-0.10022,0.000114,0,-0.0011959,0
-0.10848,0.00017546,0,-0.0016706,0
-0.11667,0.00026111,0,-0.0022596,0
-0.12478,0.00037672,0,-0.0029811,0
-0.13284,0.00052854,0,-0.0038549,0
-0.14082,0.00072321,0,-0.0049026,0
-0.14872,0.00096766,0,-0.0061474,0
-0.15648,0.0012689,0,-0.0076136,0
-0.16406,0.0016339,0,-0.0093267,0
-0.17139,0.0020693,0,-0.011313,0
-0.17839,0.002581,0,-0.013597,0
-0.18495,0.003174,0,-0.016204,0
-0.19094,0.0038516,0,-0.019157,0
-0.19622,0.0046154,0,-0.022473,0
-0.20062,0.0054643,0,-0.026167,0
-0.20394,0.0063942,0,-0.030245,0
-0.20596,0.0073972,0,-0.034704,0
-0.20643,0.0084611,0,-0.039528,0
-0.20507,0.0095688,0,-0.044691,0
-0.20158,0.010698,0,-0.050146,0
-0.19561,0.01182,0,-0.055832,0
-0.1868,0.012902,0,-0.061665,0
-0.17476,0.013905,0,-0.067544,0
-0.15907,0.014785,0,-0.073345,0
-0.1393,0.015497,0,-0.078928,0
-0.11499,0.015993,0,-0.08414,0
-0.085691,0.016228,0,-0.08882,0
-0.050941,0.016163,0,-0.092807,0
-0.0103,0.015766,0,-0.095951,0
0.036641,0.015023,0,-0.09813,0
0.090248,0.013934,0,-0.099254,0
0.15082,0.012526,0,-0.099285,0
0.21858,0.01085,0,-0.098249,0
0.29362,0.0089823,0,-0.096238,0
0.37592,0.0070263,0,-0.093415,0
0.46531,0.005104,0,-0.090009,0
0.56143,0.0033467,0,-0.086299,0
0.66376,0.0018812,0,-0.082591,0
0.77159,0.00080986,0,-0.079191,0
0.88401,0.00018841,0,-0.07636,0
1,0,0,-0.074297,0
0,0,0,0,0
-0.012957,-0.00053017,0,0.0077159,0
-0.024865,-0.00056054,0,0.0050479,0
-0.035909,-0.00084241,0,0.0052341,0
-0.046251,-0.0011607,0,0.0047145,0
-0.056027,-0.0015609,0,0.0044298,0
-0.065355,-0.0020202,0,0.0041134,0
-0.074333,-0.0025349,0,0.0038212,0
-0.083043,-0.0030971,0,0.0035223,0
-0.091554,-0.0037002,0,0.0032078,0
-0.09992,-0.0043374,0,0.002862,0
-0.10818,-0.005002,0,0.0024699,0
-0.11637,-0.0056866,0,0.0020148,0
-0.1245,-0.0063837,0,0.001479,0
-0.13257,-0.0070849,0,0.00084341,0
-0.14059,-0.0077814,0,8.7422e-05,0
-0.14852,-0.0084634,0,-0.00081077,0
-0.15633,-0.0091207,0,-0.0018742,0
-0.16396,-0.0097422,0,-0.0031268,0
-0.17136,-0.010316,0,-0.0045931,0
-0.17843,-0.010831,0,-0.0062975,0
-0.18507,-0.011273,0,-0.0082637,0
-0.19115,-0.011632,0,-0.010513,0
-0.19652,-0.011894,0,-0.013065,0
-0.20102,-0.01205,0,-0.015933,0
-0.20444,-0.012089,0,-0.019125,0
-0.20656,-0.012003,0,-0.022641,0
